Ten dich vu,Gia (VND)
"Dịch vụ khám bệnh","200000"
"Laser chiếu ngoài","125000"
"Laser điều trị","125000"
"Tập vận động để phục hồi khả năng vận động của chi thể sau bỏng","390000"
"Vật lý trị liệu sau phẫu thuật bàn tay","390000"
"Vật lý trị liệu sau mổ vi phẫu nối thần kinh ngoại biên và mô mềm","390000"
"Vật lý trị liệu sau mổ nội soi rách nhóm cơ chỏm xoay","390000"
"Vật lý trị liệu- PHCN người bệnh thay khớp gối hoàn toàn","390000"
"Vật lý trị liệu-PHCN người bệnh thay khớp hông toàn phần","390000"
"Kéo giãn cột sống cổ bằng máy","100000"
"Kéo giãn cột sống thắt lưng bằng máy","100000"
"Điều trị bằng các dòng điện xung","110000"
"Kỹ thuật di động khớp - trượt khớp","390000"
"Kỹ thuật kéo giãn","390000"
"Vật lý trị liệu - PHCN cho trẻ bị vẹo cổ","390000"
"Vật lý trị liệu - PHCN cho trẻ bị vẹo cột sống","390000"
"Vật lý trị liệu-PHCN người bệnh sau mổ thoát vị đĩa đệm cột sống cổ và cột sống thắt lưng","390000"
"Tập vận động có trợ giúp","390000"
"Vỗ rung lồng ngực","390000"
"Kỹ thuật thay đổi tư thế lăn trở khi nằm","390000"
"Tập vận động chủ động","390000"
"Đo tầm vận động khớp","390000"
"Vật lý trị liệu - PHCN cho người bệnh tổn thương thần kinh quay","390000"
"Vật lý trị liệu- PHCN cho người bệnh tổn thương thần kinh giữa","390000"
"Vật lý trị liệu - PHCN cho người bệnh tổn thương thần kinh trụ","390000"
"Vật lý trị liệu - PHCN cho người bệnh tổn thương dây chằng chéo trước khớp gối","390000"
"Vật lý trị liệu - PHCN người bệnh tổn thương sụn chêm khớp gối","390000"
"Vật lý trị liệu -PHCN cho người bệnh sau chấn thương khớp gối","390000"
"Vật lý trị liệu -PHCN viêm quanh khớp vai","390000"
"Vật lý trị liệu -PHCN trật khớp vai","390000"
"Vật lý trị liệu -PHCN gãy xương đòn","390000"
"Vật lý trị liệu -PHCN sau phẫu thuật chi dưới","390000"
"Vật lý trị liệu -PHCN sau phẫu thuật chi trên","390000"
"Vật lý trị liệu -PHCN cho người bệnh gãy thân xương đùi","390000"
"Vật lý trị liệu -PHCN gãy cổ xương đùi","390000"
"Vật lý trị liệu -PHCN gãy trên lồi cầu xương cánh tay","390000"
"Vật lý trị liệu -PHCN gãy hai xương cẳng tay","390000"
"Vật lý trị liệu -PHCN gãy đầu dưới xương quay","390000"
"Vật lý trị liệu -PHCN gãy hai xương cẳng chân","390000"
"Vật lý trị liệu -PHCN trong tổn thương thần kinh chày","390000"
"Vật lý trị liệu -PHCN trong gãy đầu dưới xương đùi","390000"
"Vật lý trị liệu -PHCN sau chấn thương xương chậu","390000"
"Vật lý trị liệu -PHCN trong vẹo cổ cấp","390000"
"Phục hồi chức năng thoái hóa khớp (cột sống cổ-lưng)","390000"
"Phục hồi chức năng cho người bệnh viêm khớp dạng thấp","390000"
"Phục hồi chức năng cho người bệnh đau lưng","390000"
"Vật lý trị liệu- PHCN cho người bệnh đau thần kinh tọa","390000"
"Vật lý trị liệu-PHCN cho người bệnh liệt dây VII ngoại biên","390000"
"Xoa bóp dầu mặt có,vai gáy,tay","390000"
"Xoa bóp lưng, chân","390000"
"Xoa bóp tại giường bệnh cho người bệnh nội trú các khoa","390000"
"Tập do cứng khớp","390000"
"Tập vận động tại giường","390000"
"Tập luyện với ghế tập cơ 4 đầu đùi","50000"
"Tập với xe đạp tập","50000"
"Tập với xe lăn","390000"
"Nẹp cổ mềm","390000"
"Nẹp khớp gối","390000"
"Điều trị bằng từ trường","110000"
"Điều trị bằng các dòng điện xung","110000"
"Siêu âm điều trị","125000"
"Điều trị bằng tia hồng ngoại","110000"
"Điều trị bằng Laser công suất thấp","125000"
"Điều trị bằng nhiệt nóng (chườm nóng)","50000"
"Điều trị bằng nhiệt lạnh (chườm lạnh)","50000"
"Điều trị bằng máy kéo giãn cột sống","100000"
"Tập nằm đúng tư thế cho người bệnh liệt nửa người","390000"
"Kỹ thuật tập tay và bàn tay cho người bệnh liệt nửa người","390000"
"Kỹ thuật tập đứng và đi cho người bệnh liệt nửa người","390000"
"Tập lăn trở khi nằm","390000"
"Tập thay đổi tư thế từ nằm sang ngồi","390000"
"Tập ngồi thăng bằng tĩnh và động","390000"
"Tập thay đổi tư thế từ ngồi sang đứng","390000"
"Tập đứng thăng bằng tĩnh và động","390000"
"Tập dáng đi","390000"
"Tập đi với thanh song song","390000"
"Tập đi với khung tập đi","390000"
"Tập đi với nạng (nạng nách, nạng khuỷu)","390000"
"Tập đi với gậy","390000"
"Tập lên,xuống cầu thang","390000"
"Tập vận động thụ động","437000"
"Tập vận động có trợ giúp","390000"
"Tập vận động chủ động","390000"
"Tập vận động tự do tứ chi","390000"
"Tập vận động có kháng trở","344000"
"Tập kéo giãn","390000"
"Tập vận động trên bóng","390000"
"Tập với thang tường","50000"
"Tập với dụng cụ quay khớp vai","50000"
"Tập các kiểu thở","390000"
"Tập thở bằng dụng cụ (bóng, spirometer...)","390000"
"Tập ho có trợ giúp","390000"
"Kỹ thuật di động khớp","390000"
"Kỹ thuật di động mô mềm","390000"
"Kỹ thuật tập chuỗi đóng và chuỗi mở","390000"
"Kỹ thuật ức chế co cứng tay","390000"
"Kỹ thuật ức chế co cứng chân","390000"
"Kỹ thuật ức chế co cứng thân mình","390000"
"Kỹ thuật xoa bóp vùng","390000"
"Kỹ thuật xoa bóp toàn thân","390000"
"Kỹ thuật tập sử dụng và điều khiển xe lăn","390000"
"Kỹ thuật hướng dẫn người liệt hai chân ra vào xe lăn","390000"
"Kỹ thuật hướng dẫn người liệt nửa người ra vào xe lăn","390000"
"Tập các vận động thô của bàn tay","390000"
"Tập các vận động khéo léo của bàn tay","390000"
"Tập phối hợp hai tay","390000"
"Tập phối hợp tay mắt","390000"
"Tập phối hợp tay miệng","390000"
"Tập các chức năng sinh hoạt hàng ngày (ADL) (ăn uống, tắm rửa, vệ sinh, vui chơi giải trí...)","390000"
"Tập điều hòa cảm giác","390000"
"Tập tri giác và nhận thức","390000"
"Tập các chức năng sinh hoạt hàng ngày ADL với các dụng cụ trợ giúp thích nghi","390000"
"Lượng giá chức năng người khuyết tật","390000"
"Lượng giá chức năng tri giác và nhận thức","390000"
"Lượng giá chức năng ngôn ngữ","390000"
"Lượng giá chức năng dáng đi","390000"
"Lượng giá chức năng thăng bằng","390000"
"Lượng giá chức năng sinh hoạt hàng ngày","390000"
"Thử cơ bằng tay","390000"
"Đo tầm vận động khớp","390000"
"Kỹ thuật sử dụng áo nẹp cột sống thắt lưng cứng","390000"
"Kỹ thuật sử dụng áo nẹp cột sống thắt lưng mềm","390000"
"Điều trị bằng bồn mát xa thủy lực","100000"
"Tập vận động cột sống","390000"
"Kéo nắn, kéo giãn cột sống, các khớp","390000"
"Tập do cứng khớp","390000"
"Tập vận động với các dụng cụ trợ giúp","63000"
"Xoa bóp áp lực hơi","390000"
