Ten dich vu,Gia (VND)
"Khám bệnh chuyên khoa theo yêu cầu [Chuyên gia][hỗ trợ tiện ích kết quả CLS]","500000"
"Khám bệnh lâm sàng tại khoa theo yêu cầu [hỗ trợ tiện ích kết quả CLS]","350000"
"Khám bệnh chuyên khoa theo yêu cầu","200000"
"Phí giường bệnh nội khoa theo yêu cầu - P01G","3000000"
"Phí giường bệnh nội khoa theo yêu cầu - P02G","1600000"
"Phí giường bệnh nội khoa theo yêu cầu - P03G","1200000"
"Phí giường bệnh nội khoa theo yêu cầu - P04G","700000"
"Phí giường bệnh nội khoa theo yêu cầu - P06G","500000"
"Đặt catheter tĩnh mạch ngoại biên","150000"
"Đặt catheter tĩnh mạch trung tâm 01 nòng","1019000"
"Điện tim thường","100000"
"Siêu âm Doppler màu mạch máu [vùng cổ bao gồm tuyến giáp, hạch cổ, ...]","350000"
"Phẫu thuật ghép xương tự thân tức thì sau cắt đoạn xương hàm dưới","16490000"
"Cắt gan không điển hình do vỡ gan, cắt gan lớn","15000000"
"Cắt ung thư vòm khẩu cái, tạo hình","16594000"
"Phẫu thuật cắt u dây thần kinh VII","20410000"
"Siêu âm tuyến giáp","150000"
"Chụp CLVT sọ não không tiêm thuốc cản quang [từ 1-32 dãy]","970000"
"Chụp cộng hưởng từ sọ não (0.2-1.5T) [không có chất tương phản]","2600000"
"Đốt sóng cao tần điều trị các u tạng [tuyến giáp] dưới hướng dẫn siêu âm","8251000"
"Định lượng Acid Uric [Máu]","52000"
"Định lượng HbA1c [Máu]","159000"
"HIV Ab test nhanh","120000"
"Phẫu thuật vi phẫu ghép sau cắt đoạn xương hàm bằng xương mác","19470000"
"Đĩa vi tính (DVD)","10000"
"Phí dịch vụ đăng ký lịch khám","10000"
"Y chứng","100000"
"Thủ thuật truyền Zometa 1.18","200000"
